account_id,customer_id,branch_id,country,currency,account_type,account_status,iban,opening_balance,current_balance,interest_rate,overdraft_limit,opened_date
ACC00003366,CUS00002457,BR000040,United Kingdom,United Kingdom,Current,Active,UN99NGB8278932420763551,46999,35916.08,0.34,6438,2018-11-15
ACC00003367,CUS00002458,BR000009,Singapore,Singapore,Business,Active,SI99NGB2066926325296089,189009,326997.21,1.4,63485,2023-11-12
ACC00003368,CUS00002459,BR000024,Australia,Australia,Current,Active,AU99NGB9922041016122791,15307,33293.63,0.32,5482,2018-02-17
ACC00003369,CUS00002459,BR000024,Australia,Australia,Current,Active,AU99NGB3970468322285522,18625,40954.36,0.46,9041,2025-08-01
ACC00003370,CUS00002460,BR000002,Germany,Germany,Savings,Active,GE99NGB4379038910374899,17069,15570.0,4.78,0,2025-11-27
ACC00003371,CUS00002460,BR000002,Germany,Germany,Business,Active,GE99NGB3901015213050888,84837,147081.87,0.74,16618,2024-04-22
ACC00003372,CUS00002461,BR000043,France,France,Business,Active,FR99NGB4120247455231967,353389,444466.41,1.33,12810,2018-03-17
ACC00003373,CUS00002462,BR000042,Japan,Japan,Current,Active,JA99NGB9748223019456946,48600,104683.14,0.12,9329,2018-10-12
ACC00003374,CUS00002463,BR000019,France,France,Savings,Closed,FR99NGB6572938809251793,15438,7176.2,2.44,0,2022-02-13
ACC00003375,CUS00002463,BR000019,France,France,Savings,Active,FR99NGB1886369459422868,15946,27323.42,3.85,0,2020-08-14
ACC00003376,CUS00002464,BR000029,Australia,Australia,Business,Active,AU99NGB1541194668511953,302439,506681.22,0.59,52717,2017-01-19
ACC00003377,CUS00002465,BR000001,Canada,Canada,Savings,Active,CA99NGB5415915427256965,8282,14117.14,2.74,0,2021-11-15
ACC00003378,CUS00002465,BR000001,Canada,Canada,Current,Active,CA99NGB1429767153946497,16742,18744.34,0.17,4687,2020-10-16
ACC00003379,CUS00002466,BR000035,Canada,Canada,Savings,Active,CA99NGB8608285553759459,16117,12655.94,2.21,0,2021-09-20
ACC00003380,CUS00002467,BR000046,Japan,Japan,Current,Active,JA99NGB7096923698006568,12085,8702.86,0.2,1601,2023-10-18
ACC00003381,CUS00002467,BR000046,Japan,Japan,Savings,Active,JA99NGB5055246531989014,19968,38590.86,4.99,0,2025-09-20
ACC00003382,CUS00002468,BR000031,Canada,Canada,Business,Active,CA99NGB3884247682656600,495609,931613.21,1.41,53973,2022-03-17
ACC00003383,CUS00002469,BR000011,Canada,Canada,Savings,Active,CA99NGB2252766495000512,8678,15687.11,3.15,0,2020-01-11
ACC00003384,CUS00002470,BR000017,Australia,Australia,Savings,Dormant,AU99NGB4390752004565450,19930,43500.3,4.23,0,2016-08-09
ACC00003385,CUS00002471,BR000043,France,France,Savings,Active,FR99NGB5519685185529834,15194,13659.44,3.99,0,2020-11-07
ACC00003386,CUS00002471,BR000043,France,France,Business,Active,FR99NGB3004177013962648,347223,191471.45,0.72,13539,2025-04-23
ACC00003387,CUS00002472,BR000023,United States,United States,Savings,Closed,UN99NGB7173503441754438,13937,6110.3,4.42,0,2020-02-05
ACC00003388,CUS00002473,BR000010,Singapore,Singapore,Savings,Active,SI99NGB2441357148209203,15516,24899.08,4.07,0,2020-07-15
ACC00003389,CUS00002474,BR000039,France,France,Savings,Active,FR99NGB3519172830639079,18437,10392.62,3.77,0,2025-07-06
ACC00003390,CUS00002475,BR000032,United Kingdom,United Kingdom,Current,Active,UN99NGB5774074217274939,29948,30915.15,0.04,6014,2019-10-07
ACC00003391,CUS00002476,BR000013,Australia,Australia,Savings,Active,AU99NGB4445701466848235,14897,10007.04,2.06,0,2019-01-14
ACC00003392,CUS00002477,BR000007,Australia,Australia,Savings,Active,AU99NGB9347697652698125,5143,3288.38,4.05,0,2021-04-27
ACC00003393,CUS00002478,BR000007,Australia,Australia,Business,Active,AU99NGB3813016281840735,323753,138913.98,0.86,41433,2018-08-09
ACC00003394,CUS00002478,BR000007,Australia,Australia,Savings,Active,AU99NGB3043291393734828,7952,11820.86,4.11,0,2017-08-04
ACC00003395,CUS00002479,BR000022,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB6982411899612813,37733,30337.84,0.49,3597,2017-09-21
ACC00003396,CUS00002480,BR000014,Switzerland,Switzerland,Savings,Active,SW99NGB6873850137914877,927,567.89,5.0,0,2024-05-09
ACC00003397,CUS00002481,BR000023,United States,United States,Savings,Active,UN99NGB8868978147035612,13197,12397.07,3.8,0,2017-10-05
ACC00003398,CUS00002481,BR000023,United States,United States,Current,Active,UN99NGB8899267998577126,4420,7852.42,0.19,9926,2024-10-25
ACC00003399,CUS00002482,BR000009,Singapore,Singapore,Savings,Active,SI99NGB4123538089829385,18815,32500.22,3.14,0,2021-12-18
ACC00003400,CUS00002482,BR000009,Singapore,Singapore,Savings,Active,SI99NGB2249347883837961,5242,3155.59,4.73,0,2020-12-16
ACC00003401,CUS00002483,BR000013,Australia,Australia,Savings,Active,AU99NGB9273788691378039,7440,7044.04,2.12,0,2022-02-08
ACC00003402,CUS00002483,BR000013,Australia,Australia,Current,Dormant,AU99NGB2787520894647000,33515,22402.84,0.39,6045,2019-02-12
ACC00003403,CUS00002483,BR000013,Australia,Australia,Savings,Active,AU99NGB5005263103958234,13262,18419.6,4.07,0,2016-12-30
ACC00003404,CUS00002484,BR000035,Canada,Canada,Current,Active,CA99NGB6525915705063855,43386,95192.62,0.05,765,2025-02-05
ACC00003405,CUS00002485,BR000032,United Kingdom,United Kingdom,Savings,Active,UN99NGB8701185072887915,13522,27833.78,3.82,0,2024-03-17
ACC00003406,CUS00002486,BR000017,Australia,Australia,Current,Active,AU99NGB3714959271630555,38779,81561.65,0.3,6590,2024-03-16
ACC00003407,CUS00002486,BR000017,Australia,Australia,Savings,Active,AU99NGB3019465518140237,1456,1445.86,3.22,0,2024-01-09
ACC00003408,CUS00002487,BR000047,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB6596016727076941,12262,13645.09,0.16,6865,2020-07-26
ACC00003409,CUS00002487,BR000047,United Arab Emirates,United Arab Emirates,Business,Active,UN99NGB9802134538229844,465144,819738.11,1.55,10983,2016-11-25
ACC00003410,CUS00002488,BR000043,France,France,Current,Active,FR99NGB6699344031303733,27034,16578.07,0.41,4903,2019-09-12
ACC00003411,CUS00002488,BR000043,France,France,Business,Active,FR99NGB7471908251718299,452966,779051.1,0.66,13012,2018-03-19
ACC00003412,CUS00002489,BR000042,Japan,Japan,Savings,Active,JA99NGB2291481283328678,18773,32718.03,2.51,0,2016-10-19
ACC00003413,CUS00002490,BR000003,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB3203440945541643,15428,15918.83,2.39,0,2023-09-24
ACC00003414,CUS00002491,BR000045,Canada,Canada,Business,Active,CA99NGB7585655879641623,459305,906347.47,1.75,20263,2025-02-27
ACC00003415,CUS00002491,BR000045,Canada,Canada,Savings,Active,CA99NGB3549737369813668,19476,25175.13,2.56,0,2019-07-12
ACC00003416,CUS00002492,BR000005,Germany,Germany,Savings,Active,GE99NGB9021313626224471,19774,11323.66,4.57,0,2019-12-20
ACC00003417,CUS00002493,BR000050,Canada,Canada,Current,Active,CA99NGB8420143045419891,29087,63548.69,0.04,9227,2026-05-25
ACC00003418,CUS00002493,BR000050,Canada,Canada,Savings,Active,CA99NGB2834869270907671,7422,15156.96,2.33,0,2026-04-05
ACC00003419,CUS00002494,BR000004,United States,United States,Savings,Active,UN99NGB6155030026384217,18649,24627.78,4.7,0,2018-07-16
ACC00003420,CUS00002495,BR000011,Canada,Canada,Current,Active,CA99NGB3040589493148420,41086,38839.14,0.35,8591,2016-11-26
ACC00003421,CUS00002496,BR000022,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB7174778613665563,17509,24362.44,4.63,0,2018-08-29
ACC00003422,CUS00002497,BR000038,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB4146759982220425,7383,7099.66,0.5,1124,2019-03-31
ACC00003423,CUS00002498,BR000034,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB6618562471582073,4653,8355.55,3.73,0,2024-09-21
ACC00003424,CUS00002499,BR000017,Australia,Australia,Savings,Active,AU99NGB2560342477514706,14080,20176.82,3.64,0,2019-01-20
ACC00003425,CUS00002500,BR000048,Germany,Germany,Savings,Active,GE99NGB8936302604166949,12858,16602.83,2.0,0,2025-08-26
ACC00003426,CUS00002500,BR000048,Germany,Germany,Current,Active,GE99NGB2060991136453250,22571,35447.02,0.38,1658,2016-07-27
ACC00003427,CUS00002501,BR000026,Australia,Australia,Business,Active,AU99NGB7466565782434848,260819,538967.32,1.3,80096,2019-09-29
ACC00003428,CUS00002502,BR000006,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB3418790188474367,6522,7214.53,4.81,0,2021-05-09
ACC00003429,CUS00002503,BR000015,Canada,Canada,Savings,Active,CA99NGB9327862259539427,8247,16319.28,4.57,0,2021-10-03
ACC00003430,CUS00002503,BR000015,Canada,Canada,Current,Active,CA99NGB7573187892698143,19828,18799.97,0.16,1620,2017-01-23
ACC00003431,CUS00002504,BR000049,Singapore,Singapore,Savings,Active,SI99NGB7129056059512243,19960,34102.71,4.77,0,2023-10-21
ACC00003432,CUS00002504,BR000049,Singapore,Singapore,Business,Dormant,SI99NGB7314772920586583,63654,76000.48,0.52,90758,2020-05-03
ACC00003433,CUS00002505,BR000038,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB8700297979569633,12408,25786.84,3.16,0,2022-03-09
ACC00003434,CUS00002506,BR000005,Germany,Germany,Current,Active,GE99NGB7170321120274741,36500,72498.63,0.11,4255,2017-05-27
ACC00003435,CUS00002507,BR000006,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB8522074266902156,32014,59365.35,0.15,2202,2020-02-13
ACC00003436,CUS00002508,BR000011,Canada,Canada,Business,Active,CA99NGB4167593685808924,275109,173385.51,0.59,59903,2019-09-26
ACC00003437,CUS00002509,BR000035,Canada,Canada,Current,Active,CA99NGB3593560775990259,20078,44020.71,0.44,1428,2022-07-02
ACC00003438,CUS00002510,BR000049,Singapore,Singapore,Current,Dormant,SI99NGB1928019369208975,23053,32094.14,0.46,5216,2025-03-08
ACC00003439,CUS00002511,BR000014,Switzerland,Switzerland,Savings,Active,SW99NGB8145246156014974,6114,13372.63,4.34,0,2021-05-13
ACC00003440,CUS00002511,BR000014,Switzerland,Switzerland,Savings,Active,SW99NGB9276229925022645,18041,27384.72,2.23,0,2025-12-19
ACC00003441,CUS00002512,BR000027,France,France,Current,Active,FR99NGB2395223541780545,40145,50432.44,0.34,9098,2022-11-30
ACC00003442,CUS00002513,BR000033,Australia,Australia,Savings,Active,AU99NGB9689404974611300,16729,15726.89,3.65,0,2022-11-25
ACC00003443,CUS00002514,BR000022,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB4306812383283624,16860,17417.18,3.74,0,2020-10-23
ACC00003444,CUS00002514,BR000022,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB2006888462038786,13257,23900.16,0.1,9234,2019-08-18
ACC00003445,CUS00002514,BR000022,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB8985755365867393,8783,9571.95,3.32,0,2025-07-24
ACC00003446,CUS00002515,BR000009,Singapore,Singapore,Current,Active,SI99NGB5108934218030676,9911,17351.08,0.31,3476,2018-01-17
ACC00003447,CUS00002515,BR000009,Singapore,Singapore,Savings,Active,SI99NGB4210635983214690,1549,1936.8,2.99,0,2020-08-03
ACC00003448,CUS00002516,BR000002,Germany,Germany,Savings,Active,GE99NGB6902953653842969,3546,3484.81,2.84,0,2017-02-02
ACC00003449,CUS00002516,BR000002,Germany,Germany,Savings,Active,GE99NGB2328989296514120,5453,3201.35,4.06,0,2024-06-05
ACC00003450,CUS00002517,BR000045,Canada,Canada,Current,Active,CA99NGB3804511145593447,39672,35550.0,0.13,3501,2021-09-29
ACC00003451,CUS00002518,BR000031,Canada,Canada,Current,Active,CA99NGB6623590108835885,26545,39262.98,0.29,8683,2023-11-29
ACC00003452,CUS00002519,BR000012,United States,United States,Savings,Active,UN99NGB8819451339163621,8678,14006.9,4.15,0,2025-04-11
ACC00003453,CUS00002520,BR000013,Australia,Australia,Savings,Active,AU99NGB5437204894780550,14643,32141.65,4.95,0,2019-03-13
ACC00003454,CUS00002521,BR000015,Canada,Canada,Business,Active,CA99NGB6182587035288980,408045,587627.91,1.53,74974,2020-01-09
ACC00003455,CUS00002522,BR000041,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB3372694890478923,11257,17120.91,4.99,0,2024-08-16
ACC00003456,CUS00002523,BR000034,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB1928736347174921,15387,18720.71,2.93,0,2016-08-13
ACC00003457,CUS00002524,BR000020,Switzerland,Switzerland,Savings,Active,SW99NGB9679374051845247,12966,11068.66,2.09,0,2017-02-28
ACC00003458,CUS00002524,BR000020,Switzerland,Switzerland,Savings,Active,SW99NGB7305559972491263,7742,14839.95,2.4,0,2025-06-19
ACC00003459,CUS00002525,BR000002,Germany,Germany,Current,Active,GE99NGB4038149394420846,4866,4798.05,0.23,2453,2017-05-06
ACC00003460,CUS00002526,BR000016,France,France,Current,Active,FR99NGB9838035390873331,15496,9807.91,0.22,7087,2025-04-15
ACC00003461,CUS00002526,BR000016,France,France,Current,Active,FR99NGB2496161147166202,38533,54593.8,0.32,5053,2017-05-31
ACC00003462,CUS00002527,BR000049,Singapore,Singapore,Business,Active,SI99NGB8730534244921685,436922,253468.64,1.7,56432,2020-03-11
ACC00003463,CUS00002528,BR000029,Australia,Australia,Savings,Active,AU99NGB9666447221016508,14131,29215.35,4.53,0,2022-09-17
ACC00003464,CUS00002529,BR000036,Singapore,Singapore,Current,Active,SI99NGB7632509024945372,41974,27406.83,0.28,2617,2017-03-04
ACC00003465,CUS00002530,BR000034,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB2320687016607518,13312,25862.09,2.14,0,2023-11-21
ACC00003466,CUS00002531,BR000035,Canada,Canada,Current,Active,CA99NGB7815249490726390,30051,16626.88,0.33,9638,2020-09-04
ACC00003467,CUS00002531,BR000035,Canada,Canada,Current,Active,CA99NGB5104874388676448,27880,23432.87,0.01,9810,2020-03-08
ACC00003468,CUS00002532,BR000015,Canada,Canada,Savings,Active,CA99NGB9399021315674675,10323,4993.71,3.48,0,2017-04-13
ACC00003469,CUS00002532,BR000015,Canada,Canada,Current,Active,CA99NGB9390541386909615,35730,60764.83,0.42,7306,2026-02-26
ACC00003470,CUS00002533,BR000048,Germany,Germany,Savings,Active,GE99NGB7811981826032327,17502,9888.57,5.0,0,2022-08-10
ACC00003471,CUS00002534,BR000024,Australia,Australia,Savings,Dormant,AU99NGB3385672941287422,6015,9744.42,3.61,0,2024-08-27
ACC00003472,CUS00002535,BR000012,United States,United States,Savings,Active,UN99NGB8038122110600016,18799,23437.75,2.81,0,2020-01-20
ACC00003473,CUS00002536,BR000050,Canada,Canada,Savings,Active,CA99NGB8456990973353136,13027,12894.32,2.17,0,2020-11-05
ACC00003474,CUS00002537,BR000035,Canada,Canada,Savings,Active,CA99NGB4366928146384207,12615,9913.91,3.28,0,2023-10-23
ACC00003475,CUS00002537,BR000035,Canada,Canada,Savings,Active,CA99NGB2719830912696066,9135,12696.02,3.67,0,2026-02-10
ACC00003476,CUS00002538,BR000047,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB5890850304593831,7587,5493.69,3.91,0,2024-10-14
ACC00003477,CUS00002538,BR000047,United Arab Emirates,United Arab Emirates,Savings,Closed,UN99NGB6741503971526700,19307,15895.98,2.42,0,2025-11-03
ACC00003478,CUS00002539,BR000022,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB2078429975983993,1659,2301.93,2.43,0,2017-06-29
ACC00003479,CUS00002539,BR000022,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB4230757969244074,2338,1838.19,2.77,0,2018-10-28
ACC00003480,CUS00002540,BR000042,Japan,Japan,Savings,Active,JA99NGB5630822387566775,8621,6723.38,3.33,0,2025-07-02
ACC00003481,CUS00002540,BR000042,Japan,Japan,Savings,Active,JA99NGB5396489199547692,9742,9879.45,3.74,0,2018-01-10
ACC00003482,CUS00002540,BR000042,Japan,Japan,Savings,Active,JA99NGB7760953438337155,17701,10086.58,3.51,0,2018-02-20
ACC00003483,CUS00002541,BR000009,Singapore,Singapore,Current,Active,SI99NGB7048449531087901,47172,80661.86,0.31,8686,2017-08-28
ACC00003484,CUS00002542,BR000033,Australia,Australia,Savings,Active,AU99NGB4403118866454657,17572,30457.87,4.98,0,2025-11-30
ACC00003485,CUS00002543,BR000033,Australia,Australia,Savings,Active,AU99NGB4594604133130257,5951,12077.29,2.5,0,2026-06-30
ACC00003486,CUS00002544,BR000020,Switzerland,Switzerland,Current,Active,SW99NGB8331485691460511,39041,79268.82,0.25,8458,2025-04-15
ACC00003487,CUS00002544,BR000020,Switzerland,Switzerland,Savings,Active,SW99NGB8482977425707938,6408,9241.92,3.52,0,2025-02-07
ACC00003488,CUS00002545,BR000042,Japan,Japan,Savings,Active,JA99NGB3335009067584535,7455,8785.16,2.27,0,2021-08-11
ACC00003489,CUS00002546,BR000018,United Kingdom,United Kingdom,Current,Active,UN99NGB4102739932051530,26375,42241.03,0.07,812,2022-05-11
ACC00003490,CUS00002546,BR000018,United Kingdom,United Kingdom,Current,Active,UN99NGB2638687390440077,25617,13532.94,0.04,1990,2024-05-31
ACC00003491,CUS00002547,BR000022,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB6769656497851722,28179,45599.02,0.09,4762,2026-01-16
ACC00003492,CUS00002548,BR000019,France,France,Current,Active,FR99NGB5787909789750384,38625,82063.1,0.32,5726,2020-11-01
ACC00003493,CUS00002549,BR000004,United States,United States,Business,Active,UN99NGB3919375566215251,284205,142095.87,0.77,33742,2022-08-22
ACC00003494,CUS00002550,BR000006,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB9431955255398726,3826,6125.2,4.23,0,2025-12-08
ACC00003495,CUS00002551,BR000040,United Kingdom,United Kingdom,Savings,Active,UN99NGB3679964652851334,5557,2840.55,2.34,0,2017-02-18
ACC00003496,CUS00002552,BR000009,Singapore,Singapore,Savings,Active,SI99NGB1486059390441389,19987,25068.82,2.67,0,2025-11-13
ACC00003497,CUS00002552,BR000009,Singapore,Singapore,Savings,Active,SI99NGB4748957137718011,15928,10550.96,4.64,0,2024-10-07
ACC00003498,CUS00002553,BR000001,Canada,Canada,Savings,Active,CA99NGB3595695036417603,12343,14234.81,2.55,0,2023-10-30
ACC00003499,CUS00002554,BR000038,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB3890314359127300,15828,18642.59,0.2,7414,2024-03-26
ACC00003500,CUS00002554,BR000038,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB2419987846538367,773,1464.71,3.56,0,2023-02-07
ACC00003501,CUS00002555,BR000048,Germany,Germany,Current,Dormant,GE99NGB2673424821588733,12922,19887.85,0.28,2631,2026-07-04
ACC00003502,CUS00002556,BR000045,Canada,Canada,Current,Active,CA99NGB1668775443285546,49957,90878.49,0.24,9337,2019-06-30
ACC00003503,CUS00002557,BR000014,Switzerland,Switzerland,Savings,Active,SW99NGB7043043578588511,15329,14343.9,2.08,0,2025-10-30
ACC00003504,CUS00002558,BR000048,Germany,Germany,Current,Dormant,GE99NGB6716949790804570,30237,58261.84,0.13,586,2018-09-15
ACC00003505,CUS00002559,BR000006,United Arab Emirates,United Arab Emirates,Business,Active,UN99NGB6276734051774131,177241,218996.76,1.5,94854,2018-07-17
ACC00003506,CUS00002560,BR000011,Canada,Canada,Current,Dormant,CA99NGB3465084220666496,13521,13790.46,0.19,7770,2020-05-20
ACC00003507,CUS00002561,BR000026,Australia,Australia,Business,Active,AU99NGB2392066334380437,48022,66751.67,0.88,72221,2022-07-18
ACC00003508,CUS00002561,BR000026,Australia,Australia,Current,Active,AU99NGB5796675847556897,45273,46394.79,0.09,5379,2017-10-31
ACC00003509,CUS00002562,BR000012,United States,United States,Business,Active,UN99NGB8577836852031884,431276,572874.29,1.74,92423,2024-03-08
ACC00003510,CUS00002563,BR000045,Canada,Canada,Savings,Active,CA99NGB1540162488363565,9890,16717.87,2.95,0,2023-03-12
ACC00003511,CUS00002564,BR000019,France,France,Current,Active,FR99NGB5089567262271782,2714,4640.41,0.16,8031,2023-03-15
ACC00003512,CUS00002565,BR000021,United Kingdom,United Kingdom,Current,Active,UN99NGB5447977264523669,10497,7239.5,0.04,8797,2025-05-03
ACC00003513,CUS00002566,BR000022,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB6641459759459858,16913,8903.94,3.73,0,2018-08-12
ACC00003514,CUS00002567,BR000013,Australia,Australia,Savings,Active,AU99NGB9270126361315985,14616,19061.47,4.86,0,2022-11-18
ACC00003515,CUS00002568,BR000030,Germany,Germany,Business,Active,GE99NGB9778522717558053,146564,303242.2,1.16,81711,2018-02-27
ACC00003516,CUS00002569,BR000041,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB8459969466164931,14771,15581.77,2.49,0,2026-06-29
ACC00003517,CUS00002570,BR000024,Australia,Australia,Current,Active,AU99NGB5179019737637316,34041,61984.65,0.13,2374,2025-01-28
ACC00003518,CUS00002571,BR000010,Singapore,Singapore,Current,Active,SI99NGB1521986652578262,45203,37380.83,0.02,6939,2019-03-12
